,collection_date,country,host_species,reassortant,state,strain_name,subtype
633,2011-02-11,Georgia,Mallard/Avian,False,Republic of Georgia,A/mallard/Republic of Georgia/12/2011,H10N4
634,2009-12-02,,Mallard/Avian,False,Sweden,A/mallard/Sweden/105501/2009,H10N1
635,2012-07-12,Taiwan,Japanese White-Eye/Avian,False,Taoyuan,A/Japanese white-eye/Taoyuan/Q454/2012,H5N1
636,2007-10-28,,Mallard/Avian,False,Sweden,A/mallard/Sweden/68940/2007,H4N2
637,2012-05-18,China,Duck/Avian,False,Zhejiang,A/duck/Zhejiang/C2046/2012,H9N2
638,2007-12-12,USA,Northern Shoveler/Avian,True,California,A/northern shoveler/California/HKWF1370/2007,H10N3
639,2009-09-11,Canada,American Black Duck/Avian,False,New Brunswick,A/American black duck/New Brunswick/03553/2009,H4N6
640,2009-05-26,USA,Ruddy Turnstone/Avian,False,New Jersey,A/ruddy turnstone/New Jersey/AI09-525/2009,H1N7
641,2008-11-09,USA,Green-Winged Teal/Avian,False,Minnesota,A/green-winged teal/Minnesota/Sg-01073/2008,H6N2
642,2010-02-18,USA,American Black Duck/Avian,False,Delaware,A/American black duck/Delaware/A00870108/2010,H7N3
643,2009-10-03,USA,Northern Shoveler/Avian,True,Wisconsin,A/northern shoveler/Wisconsin/2508/2009,H4N2
644,2008-08-07,USA,Northern Pintail/Avian,False,Interior Alaska,A/northern pintail/Interior Alaska/8MP0213R2/2008,H8N4
645,2010-10-02,USA,Mallard/Avian,False,Illinois,A/mallard/Illinois/10OS2677/2010,H3N2
646,2011-07-25,USA,Duck/Avian,False,Interior Alaska,A/duck/Interior Alaska/11PG00459/2011,H2N3
647,2009-12-11,USA,Mallard/Avian,True,Arkansas,A/mallard/Arkansas/AI09-6032/2009,H10N9
648,2008-10-18,USA,Mallard/Avian,True,California,A/mallard/California/8028/2008,H11N2
649,2010-09-14,Canada,Blue-Winged Teal/Avian,False,New Brunswick,A/blue-winged teal/New Brunswick/00288/2010,H5N2
650,2007-09-05,USA,Mallard/Avian,True,Interior Alaska,A/mallard/Interior Alaska/7MP1835/2007,H3N8
651,2012-01-17,USA,Green-Winged Teal/Avian,False,Mississippi,A/American green-winged teal/Mississippi/12OS311/2012,H5N3
652,2008-10-25,USA,Northern Shoveler/Avian,False,California,A/northern shoveler/California/8528/2008,H6N1
653,2011-08-12,USA,Mallard/Avian,True,California,A/mallard/California/2531V/2011,H5N1
654,2009-12-10,USA,Northern Shoveler/Avian,False,Arkansas,A/northern shoveler/Arkansas/AI09-6012/2009,H10N3
655,2011-11-12,USA,Mallard/Avian,False,Illinois,A/mallard/Illinois/11OS4311/2011,H4N2
656,2012-10-02,,Duck/Avian,False,China,A/duck/China/J1/2012,H4N6
657,2009-08-08,USA,Northern Pintail/Avian,False,Interior Alaska,A/northern pintail/Interior Alaska/9BM7895R0/2009,H10N7
658,2009-05-30,USA,Ruddy Turnstone/Avian,False,New Jersey,A/ruddy turnstone/New Jersey/AI09-1164/2009,H11N9
659,2010-08-10,USA,Northern Pintail/Avian,False,Interior Alaska,A/northern pintail/Interior Alaska/10BM10853R0/2010,H7N3
660,2011-08-12,USA,Mallard/Avian,False,California,A/mallard/California/2533V/2011,H4N6
661,2008-10-22,USA,Mallard/Avian,False,California,A/mallard/California/8416/2008,H6N1
662,2007-12-05,USA,Northern Shoveler/Avian,True,California,A/northern shoveler/California/HKWF1201/2007,H3N5
663,2009-08-17,USA,Northern Pintail/Avian,False,Interior Alaska,A/northern pintail/Interior Alaska/9BM10813R0/2009,H4N6
664,2007-08-18,USA,Northern Pintail/Avian,True,Interior Alaska,A/northern pintail/Interior Alaska/7MP0408/2007,H3N8
665,2007-08-28,Canada,Redhead Duck/Avian,False,Alberta,A/redhead/Alberta/458/2007,H3N8
666,2010-08-07,USA,Mallard/Avian,False,Interior Alaska,A/mallard/Interior Alaska/10BM09561R0/2010,H3N8
667,2009-09-14,USA,Mallard/Avian,True,North Dakota,A/blue-winged Teal/North Dakota/AI09-4039/2009,H3N6
668,2009-08-09,USA,Mallard/Avian,False,Interior Alaska,A/mallard/Interior Alaska/9BM8425R0/2009,H10N7
669,2011-11-05,USA,Mallard/Avian,False,Wisconsin,A/mallard/Wisconsin/11OS4309/2011,H4N6
670,2011-10-02,USA,Northern Shoveler/Avian,False,Wisconsin,A/northern shoveler/Wisconsin/11OS3013/2011,H4N8
671,2009-01-22,USA,Blue-Winged Teal/Avian,False,Louisiana,A/blue winged teal/Louisiana/A00637297/2009,H7N3
672,2009-12-06,USA,Northern Shoveler/Avian,True,Missouri,A/northern shoveler/Missouri/298/2009,H9N2
673,2007-01-27,USA,Green-Winged Teal/Avian,True,California,A/American green-winged teal/California/44287-305/2007,H7N6
674,2007-09-07,USA,Green-Winged Teal/Avian,False,Interior Alaska,A/American green-winged teal/Interior Alaska/4/2007,H3N8
675,2009-08-08,USA,Northern Pintail/Avian,False,Interior Alaska,A/northern pintail/Interior Alaska/9BM7620R0/2009,H4N6
676,2008-10-08,,Avian,True,Japan,A/avian/Japan/8KI0135/2008,H6N5
677,2008-11-15,,Mallard/Avian,False,Sweden,A/mallard/Sweden/79375/2008,H4N6
678,2009-08-15,USA,Mallard/Avian,False,Interior Alaska,A/mallard/Interior Alaska/9BM10111R0/2009,H3N8
679,2010-08-01,USA,Northern Pintail/Avian,False,Interior Alaska,A/northern pintail/Interior Alaska/10BM07120R0/2010,H7N3
680,2008-11-01,USA,American Wigeon/Avian,False,California,A/American wigeon/California/8763/2008,H6N1
681,2010-01-12,USA,Northern Shoveler/Avian,False,Mississippi,A/northern shoveler/Mississippi/236/2010,H10N7
682,2012-09-20,USA,Mallard/Avian,False,Interior Alaska,A/mallard/Interior Alaska/12ML00098/2012,H3N8
683,2009-10-17,USA,Mallard/Avian,True,Wisconsin,A/mallard/Wisconsin/2719/2009,H4N2
684,2009-05-20,USA,Shorebird/Avian,False,Delaware Bay,A/shorebird/Delaware Bay/167/2009,H6N1
685,2009-11-09,,Mallard/Avian,False,Sweden,A/mallard/Sweden/101435/2009,H11N9
686,2010-02-17,Georgia,Mallard/Avian,False,Republic of Georgia,A/mallard/Republic of Georgia/4/2010,H1N1
687,2010-08-10,USA,Northern Pintail/Avian,False,Interior Alaska,A/northern pintail/Interior Alaska/10BM10790R0/2010,H7N3
688,2007-09-04,Canada,American Wigeon/Avian,True,New Brunswick,A/American wigeon/New Brunswick/04492/2007,H3N8
689,2011-09-20,Viet Nam,Muscovy Duck/Avian,False,Vietnam,A/muscovy duck/Vietnam/LBM14/2011,H5N1
690,2007-08-10,Canada,Northern Pintail/Avian,True,Saskatchewan,A/northern pintail/Saskatchewan/22910/2007,H3N2
691,2010-09-16,Canada,Mallard/Avian,False,New Brunswick,A/mallard/New Brunswick/00979/2010,H4N8
692,2009-05-29,USA,Ruddy Turnstone/Avian,True,New Jersey,A/ruddy turnstone/New Jersey/AI09-573/2009,H1N1
693,2010-10-23,USA,American Wigeon/Avian,False,California,A/American wigeon/California/2423/2010,H6N1
694,2009-06-10,USA,Herring Gull/Avian,False,New Jersey,A/herring gull/New Jersey/AI09-1262/2009,H10N7
695,2008-10-18,USA,Mallard/Avian,False,California,A/mallard/California/8212/2008,H6N1
696,2008-09-04,USA,Mallard/Avian,False,Minnesota,A/mallard/Minnesota/Sg-00831/2008,H3N8
697,2010-07-30,USA,Northern Pintail/Avian,False,Interior Alaska,A/northern pintail/Interior Alaska/10BM06704R0/2010,H3N8
698,2011-08-07,USA,Mallard/Avian,False,Interior Alaska,A/mallard/Interior Alaska/11BM02089/2011,H4N6
699,2010-07-30,USA,Mallard/Avian,False,Interior Alaska,A/mallard/Interior Alaska/10BM06450R0/2010,H4N6
700,2008-08-27,USA,Mallard/Avian,False,Minnesota,A/mallard/Minnesota/Sg-00767/2008,H4N8
701,2009-07-23,USA,Green-Winged Teal/Avian,False,Interior Alaska,A/American green-winged teal/Interior Alaska/9BM3595R1/2009,H10N7
702,2009-05-30,USA,Ruddy Turnstone/Avian,False,New Jersey,A/ruddy turnstone/New Jersey/AI09-1381/2009,H1N9
703,2008-09-03,USA,Green-Winged Teal/Avian,True,Minnesota,A/green-winged teal/Minnesota/Sg-00820/2008,H4N5
704,2008-10-29,USA,Northern Shoveler/Avian,False,California,A/northern shoveler/California/8629/2008,H6N1
705,2009-10-24,USA,Northern Shoveler/Avian,True,California,A/northern shoveler/California/6535/2009,H9N2
706,2008-05-17,USA,Shorebird/Avian,False,Delaware Bay,A/shorebird/Delaware Bay/497/2008,H4N6
707,2009-11-21,,Mallard/Avian,False,Sweden,A/mallard/Sweden/104681/2009,H4N6
708,2007-08-28,Canada,Bufflehead/Avian,False,Alberta,A/bufflehead/Alberta/400/2007,H3N8
709,2009-09-13,USA,Blue-Winged Teal/Avian,False,Texas,A/blue-winged Teal/Texas/AI09-3464/2009,H4N8
710,2010-12-12,USA,American Wigeon/Avian,False,Missouri,A/American wigeon/Missouri/10OS4752/2010,H6N1
711,2010-12-22,,Duck/Avian,False,Egypt,A/duck/Egypt/M2583C/2010,H5N1
712,2009-07-15,USA,Mallard/Avian,False,Interior Alaska,A/mallard/Interior Alaska/9BM2750R0/2009,H10N7
713,2009-11-12,,Mallard/Avian,False,Sweden,A/mallard/Sweden/101632/2009,H4N6
714,2010-08-12,USA,Northern Pintail/Avian,False,Interior Alaska,A/northern pintail/Interior Alaska/10BM11380R0/2010,H10N6
715,2012-07-11,USA,Mallard/Avian,False,California,A/mallard/California/2744/2012,H3N8
716,2010-08-25,Canada,Blue-Winged Teal/Avian,False,New Brunswick,A/blue-winged teal/New Brunswick/00771/2010,H3N8
717,2008-09-21,USA,Mallard/Avian,False,New Jersey,A/mallard/New Jersey/Sg-00943/2008,H4N6
718,2010-08-12,Canada,American Black Duck/Avian,False,New Brunswick,A/American black duck/New Brunswick/00468/2010,H4N6
719,2007-08-03,USA,Blue-Winged Teal/Avian,False,Minnesota,A/blue-winged teal/Minnesota/Sg-00041/2007,Mixed
720,2009-05-26,USA,Ruddy Turnstone/Avian,True,New Jersey,A/ruddy turnstone/New Jersey/AI09-464/2009,H1N7
721,2011-10-16,USA,Northern Pintail/Avian,False,Wisconsin,A/northern pintail/Wisconsin/11OS4111/2011,H6N2
722,2008-03-01,China,Chicken/Avian,False,Hebei,A/chicken/Hebei/DF/2008,H9N2
723,2009-08-14,USA,Mallard/Avian,False,Interior Alaska,A/mallard/Interior Alaska/9BM9717R0/2009,H10N7
724,2010-09-26,USA,Duck/Avian,False,Wisconsin,A/wood duck/Wisconsin/10OS2778/2010,H3N8
725,2007-08-16,Canada,American Black Duck/Avian,False,Prince Edward Island,A/American black duck/Prince Edward Island/02662/2007,H4N6
726,2010-08-01,USA,Northern Pintail/Avian,False,Interior Alaska,A/northern pintail/Interior Alaska/10BM07114R0/2010,H7N3
727,2011-08-10,USA,Mallard/Avian,False,Interior Alaska,A/mallard/Interior Alaska/11BM02557/2011,H4N6
728,2010-12-10,China,Duck/Avian,False,Hunan,A/duck/Hunan/S4273/2010,H6N6
729,2012-09-04,USA,American Green-Winged Teal/Avian,False,Ohio,A/American green-winged teal/Ohio/12OS2128/2012,H6N5
730,2010-10-23,USA,Northern Pintail/Avian,True,California,A/northern pintail/California/2548/2010,H11N2
731,2010-10-27,USA,Mallard/Avian,False,California,A/mallard/California/2444/2010,H6N1
732,2012-03-25,China,Duck/Avian,False,Hunan,A/duck/Hunan/S11313/2012,H4N2
733,2008-10-22,USA,Northern Pintail/Avian,False,California,A/northern pintail/California/8152/2008,H6N1
734,2010-06-01,China,Chicken/Avian,False,Shandong,A/chicken/Shandong/06/2010,H9N2
735,2009-12-04,,Mallard/Avian,True,Sweden,A/mallard/Sweden/107688/2009,H10N1
736,2008-09-02,USA,Blue-Winged Teal/Avian,False,North Dakota,A/blue-winged teal/North Dakota/Sg-00706/2008,H4N6
737,2011-10-14,,Mallard/Avian,True,Iceland,A/mallard/Iceland/1007/2011,H3N6
738,2011-11-01,,Goose/Avian,True,Iceland,A/greylag goose/Iceland/0976/2011,H6N8
739,2009-12-18,USA,Mallard/Avian,True,Illinois,A/mallard/Illinois/A00325439/2009,H7N3
740,2010-06-29,,Rosy-Billed Pochard/Avian,True,Argentina,A/rosy-billed pochard/Argentina/CIP051-1977/2010,H6N2
741,2008-09-22,Germany,Mallard/Avian,True,Bavaria,A/mallard/Bavaria/185-8/2008,H1N1
742,2008-11-17,,Mallard/Avian,False,Sweden,A/mallard/Sweden/79998/2008,H4N6
743,2007-09-04,USA,Mallard/Avian,False,Washington,A/mallard/Washington/44338-049/2007,H6N1
744,2012-01-16,USA,Mallard/Avian,True,Maryland,A/mallard/Maryland/11OS3829/2012,H2N2
745,2009-08-18,USA,Northern Pintail/Avian,False,Interior Alaska,A/northern pintail/Interior Alaska/9BM11431R0/2009,H3N1
746,2011-08-12,USA,Mallard/Avian,True,California,A/mallard/California/2535P/2011,H5N1
747,2010-08-16,Canada,American Black Duck/Avian,False,New Brunswick,A/American black duck/New Brunswick/00616/2010,H3N8
748,2011-03-06,,Chicken/Avian,False,India,A/chicken/India/CA0302/2011,H5N1
749,2011-11-01,,Goose/Avian,True,Iceland,A/greylag goose/Iceland/0926/2011,H6N8
750,2010-07-18,USA,Mallard/Avian,False,Interior Alaska,A/mallard/Interior Alaska/10BM04564R1/2010,H7N3
751,2011-08-03,USA,Mallard/Avian,False,Interior Alaska,A/mallard/Interior Alaska/11BM01254/2011,H3N8
752,2009-09-06,USA,Mallard/Avian,True,Minnesota,A/mallard/Minnesota/AI09-2509/2009,H6N1
753,2009-05-22,USA,Ruddy Turnstone/Avian,False,New Jersey,A/ruddy turnstone/New Jersey/AI09-710/2009,H1N8
754,2011-08-15,USA,Mallard/Avian,False,Interior Alaska,A/mallard/Interior Alaska/11BM03102/2011,H4N6
755,2008-10-14,USA,Mallard/Avian,True,Minnesota,A/mallard/Minnesota/Sg-01034/2008,H11N2
756,2010-08-12,Canada,American Black Duck/Avian,False,New Brunswick,A/American black duck/New Brunswick/00473/2010,H4N6
757,2009-12-07,USA,Northern Shoveler/Avian,True,Missouri,A/northern shoveler/Missouri/196/2009,H10N3
758,2009-08-10,Canada,American Black Duck/Avian,False,New Brunswick,A/American black duck/New Brunswick/03408/2009,H3N8
759,2010-11-16,USA,Mallard/Avian,True,Missouri,A/mallard/Missouri/10MO053/2010,H7N4
760,2009-03-13,USA,Blue-Winged Teal/Avian,False,Texas,A/blue winged teal/Texas/A00605473/2009,H7N3
761,2008-11-19,,Mallard/Avian,False,Sweden,A/mallard/Sweden/80173/2008,H4N6
762,2007-10-15,,Mallard/Avian,False,Sweden,A/mallard/Sweden/60063/2007,H4N6
763,2009-05-22,USA,Ruddy Turnstone/Avian,False,New Jersey,A/ruddy turnstone/New Jersey/AI09-874/2009,H1N8
764,2008-05-17,USA,Shorebird/Avian,False,Delaware Bay,A/shorebird/Delaware Bay/353/2008,Mixed
765,2010-11-24,USA,Mallard/Avian,False,California,A/mallard/California/3134/2010,H1N1
766,2007-11-03,USA,American Wigeon/Avian,False,California,A/American wigeon/California/HKWF353/2007,H6N1
767,2010-11-18,USA,American Black Duck/Avian,True,Wisconsin,A/American black duck/Wisconsin/10OS3949/2010,H7N8
768,2007-05-22,USA,Ruddy Turnstone/Avian,True,Delaware Bay,A/ruddy turnstone/Delaware Bay/108/2007,H7N3
769,2009-12-03,China,Duck/Avian,False,Henan,A/duck/Henan/S4179/2009,H4N6
770,2008-10-19,USA,Mallard/Avian,False,California,A/mallard/California/8322/2008,H6N1
771,2009-07-30,USA,Green-Winged Teal/Avian,False,Interior Alaska,A/American green-winged teal/Interior Alaska/9BM5277R0/2009,H4N6
772,2009-11-28,,Mallard/Avian,False,Sweden,A/mallard/Sweden/105186/2009,H10N1
773,2011-08-19,USA,Mallard/Avian,False,Ohio,A/mallard/Ohio/11OS2232/2011,H1N1
774,2007-10-24,USA,Northern Shoveler/Avian,False,California,A/northern shoveler/California/HKWF115/2007,H6N1
775,2007-01-20,USA,Mallard/Avian,False,Maryland,A/mallard/Maryland/07OS71/2007,H10N7
776,2009-09-11,Canada,Northern Pintail/Avian,False,New Brunswick,A/northern pintail/New Brunswick/03547/2009,H3N8
777,2008-10-29,USA,American Wigeon/Avian,False,California,A/American wigeon/California/8658/2008,H6N1
778,2010-07-29,USA,Northern Pintail/Avian,False,Interior Alaska,A/northern pintail/Interior Alaska/10BM06303R0/2010,H7N3
779,2010-08-11,USA,Northern Pintail/Avian,False,Interior Alaska,A/northern pintail/Interior Alaska/10BM11208R0/2010,H7N3
780,2007-12-01,USA,Northern Shoveler/Avian,True,California,A/northern shoveler/California/AKS273/2007,H8N4
781,2010-12-11,USA,Gadwall/Avian,False,Mississippi,A/gadwall/Mississippi/10OS4531/2010,H6N2
782,2011-10-14,,Duck/Avian,True,Japan,A/duck/Japan/11OG1084/2011,H5N2
783,2010-10-20,USA,American Green-Winged Teal/Avian,False,Wisconsin,A/American green-winged teal/Wisconsin/10OS3127/2010,H5N2
784,2009-10-05,USA,Mallard/Avian,False,Wisconsin,A/mallard/Wisconsin/2549/2009,H3N2
785,2009-08-19,Canada,Blue-Winged Teal/Avian,False,Prince Edward Island,A/blue-winged teal/Prince Edward Island/03927/2009,H3N8
786,2007-08-08,Canada,Mallard/Avian,False,Nova Scotia,A/mallard/Nova Scotia/02153/2007,H1N1
787,2012-12-24,China,Chicken/Avian,False,Shandong,A/chicken/Shandong/qd1224/2012,H9N2
788,2008-11-05,USA,Mallard/Avian,False,California,A/mallard/California/6524/2008,H12N5
789,2008-09-17,USA,Mallard/Avian,False,Minnesota,A/mallard/Minnesota/Sg-00927/2008,H6N1
790,2011-10-29,,Glaucous Gull/Avian,False,Iceland,A/glaucous gull/Iceland/1444/2011,H2N5
791,2008-10-25,USA,Mallard/Avian,False,Illinois,A/mallard/Illinois/08OS2315/2008,H4N6
792,2011-08-12,USA,Mallard/Avian,True,California,A/mallard/California/2542V/2011,H5N1
793,2011-09-24,,Blue-Winged Teal/Avian,False,Canada,A/blue-winged teal/Canada/3285/2011,H3N8
794,2007-12-02,USA,Northern Shoveler/Avian,True,California,A/northern shoveler/California/HKWF1131/2007,H3N5
795,2008-11-14,,Mallard/Avian,True,Sweden,A/mallard/Sweden/79333/2008,H4N2
796,2011-04-26,China,Duck/Avian,False,Jilin,A/wild duck/Jilin/ZF/2011,H5N1
797,2008-05-16,USA,Shorebird/Avian,False,Delaware Bay,A/shorebird/Delaware Bay/296/2008,H4N6
798,2010-08-03,USA,Northern Pintail/Avian,False,Interior Alaska,A/northern pintail/Interior Alaska/10BM07737R0/2010,H7N3
799,2008-10-20,USA,Green-Winged Teal/Avian,True,Wisconsin,A/American green-winged teal/Wisconsin/08OS2292/2008,H3N2
800,2009-07-02,USA,Mallard/Avian,False,Interior Alaska,A/mallard/Interior Alaska/9BM1809/2009,H4N6
801,2010-08-14,USA,Mallard/Avian,False,Interior Alaska,A/mallard/Interior Alaska/10BM12362R0/2010,H3N8
802,2010-08-13,USA,Mallard/Avian,False,Interior Alaska,A/mallard/Interior Alaska/10BM12027/2010,H12N5
803,2010-11-16,USA,Long-Tailed Duck/Avian,True,Wisconsin,A/long-tailed duck/Wisconsin/10OS3919/2010,H10N6
804,2009-11-30,,Mallard/Avian,False,Sweden,A/mallard/Sweden/105323/2009,H10N1
805,2008-10-18,USA,Mallard/Avian,False,Iowa,A/mallard/Iowa/A00558620/2008,H7N3
806,2009-10-11,USA,Mallard/Avian,False,Wisconsin,A/mallard/Wisconsin/2712/2009,H3N6
807,2007-08-27,Canada,Green-Winged Teal/Avian,False,New Brunswick,A/green-winged teal/New Brunswick/02426/2007,H4N6
808,2011-08-12,USA,Mallard/Avian,False,Interior Alaska,A/mallard/Interior Alaska/11BM02703/2011,H4N6
809,2010-07-18,USA,Northern Pintail/Avian,False,Interior Alaska,A/northern pintail/Interior Alaska/10BM04722R0/2010,H4N6
810,2009-08-22,Canada,Mallard/Avian,True,Alberta,A/mallard/Alberta/419/2009,H2N3
811,2009-02-03,USA,Green-Winged Teal/Avian,False,Texas,A/American green winged teal/Texas/A00604814/2009,H7N3
812,2007-09-10,USA,American Wigeon/Avian,False,Alaska,A/American widgeon/Alaska/7MP1061/2007,H3N8
813,2007-08-20,Canada,Mallard/Avian,True,New Brunswick,A/mallard/New Brunswick/02311/2007,H4N6
814,2010-09-16,USA,Blue-Winged Teal/Avian,False,Missouri,A/blue-winged teal/Missouri/10MO030/2010,H4N6
815,2010-08-01,USA,Mallard/Avian,False,Interior Alaska,A/mallard/Interior Alaska/10BM07085R0/2010,H7N3
816,2011-09-20,Viet Nam,Duck/Avian,True,Vietnam,A/duck/Vietnam/LBM12/2011,H3N2
817,2009-08-22,Canada,Mallard/Avian,True,Alberta,A/mallard/Alberta/417/2009,H2N3
818,2008-08-10,USA,Mallard/Avian,False,Interior Alaska,A/mallard/Interior Alaska/8MP0457R1/2008,H8N4
819,2011-01-05,USA,Northern Shoveler/Avian,False,California,A/northern shoveler/California/4020/2011,H4N3
820,2009-05-20,USA,Shorebird/Avian,False,Delaware Bay,A/shorebird/Delaware Bay/231/2009,H6N1
821,2007-05-10,USA,Avian,False,Southcentral Alaska,A/avian/Southcentral Alaska/7KW0388R1/2007,H4N8
822,2007-12-28,China,Duck/Avian,True,Jiangxi,A/duck/Jiangxi/7554/2007,H9N2
823,2009-08-06,USA,Northern Pintail/Avian,False,Interior Alaska,A/northern pintail/Interior Alaska/9BM7108R2/2009,H3N8
824,2012-08-10,USA,Mallard/Avian,False,California,A/mallard/California/3314/2012,H2N3
825,2011-02-01,China,Chicken/Avian,False,Shandong,A/chicken/Shandong/02/2011,H9N2
826,2012-10-24,USA,Northern Shoveler/Avian,True,California,A/northern shoveler/California/3769/2012,H6N2
827,2009-08-05,USA,Northern Pintail/Avian,False,Interior Alaska,A/northern pintail/Interior Alaska/9BM6902R0/2009,H3N8
828,2010-08-03,USA,Mallard/Avian,False,Interior Alaska,A/mallard/Interior Alaska/10BM07777R0/2010,H4N6
829,2011-10-22,USA,Blue-Winged Teal/Avian,False,Illinois,A/blue-winged teal/Illinois/11OS4176/2011,H11N9
830,2008-11-15,USA,Northern Shoveler/Avian,False,Illinois,A/northern shoveler/Illinois/08OS3331/2008,H4N8
831,2009-12-03,USA,Mallard/Avian,False,Wisconsin,A/mallard/Wisconsin/4197/2009,H1N1
832,2009-08-16,USA,Northern Pintail/Avian,False,Interior Alaska,A/northern pintail/Interior Alaska/9BM10471R0/2009,H3N8
833,2012-09-15,USA,Blue-Winged Teal/Avian,False,Ohio,A/blue-winged teal/Ohio/12OS2293/2012,H4N6
834,2010-09-14,Canada,Blue-Winged Teal/Avian,False,New Brunswick,A/blue-winged teal/New Brunswick/00291/2010,H3N8
835,2009-09-15,China,Duck/Avian,True,Jiangxi,A/duck/Jiangxi/S3261/2009,H4N2
836,2011-09-09,USA,Mallard/Avian,False,Interior Alaska,A/mallard/Interior Alaska/11CH00019/2011,H4N6
837,2008-12-06,USA,Mallard/Avian,False,California,A/mallard/California/11095/2008,H4N6
838,2011-01-07,USA,Mallard/Avian,False,Mississippi,A/mallard/Mississippi/11OS34/2011,H1N3
839,2007-09-10,USA,Mallard/Avian,True,Washington,A/mallard/Washington/44338-112/2007,H6N2
840,2009-08-16,USA,Northern Pintail/Avian,False,Interior Alaska,A/northern pintail/Interior Alaska/9BM10224R0/2009,H10N7
841,2011-10-15,USA,Mallard/Avian,True,Maryland,A/mallard/Maryland/11OS3603/2011,H5N2
842,2009-05-22,USA,Ruddy Turnstone/Avian,False,New Jersey,A/ruddy turnstone/New Jersey/AI09-620/2009,H11N1
843,2010-08-05,USA,Northern Pintail/Avian,False,Interior Alaska,A/northern pintail/Interior Alaska/10BM08903R0/2010,H4N6
844,2010-09-10,Canada,Mallard/Avian,False,Nova Scotia,A/mallard/Nova Scotia/00093/2010,H1N1
845,2012-03-14,China,Goose/Avian,True,Dongting,A/wild goose/Dongting/PC0360/2012,H7N7
846,2009-11-23,USA,Lesser Scaup/Avian,False,Wisconsin,A/lesser scaup/Wisconsin/3964/2009,H10N3
847,2009-08-06,USA,Northern Pintail/Avian,False,Interior Alaska,A/northern pintail/Interior Alaska/9BM7254R0/2009,H3N8
848,2010-11-26,Canada,Turkey/Avian,False,MB,A/turkey/MB/FAV10/2010,H5N2
849,2009-09-02,USA,Mallard/Avian,False,Interior Alaska,A/mallard/Interior Alaska/9BM12390R0/2009,H3N8
850,2009-07-27,USA,Mallard/Avian,False,Minnesota,A/mallard/Minnesota/AI09-1684/2009,H1N1
851,2009-08-18,USA,Northern Pintail/Avian,False,Interior Alaska,A/northern pintail/Interior Alaska/9BM11325R0/2009,H3N1
852,2009-07-27,USA,Mallard/Avian,True,California,A/mallard/California/5192/2009,H4N2
853,2010-09-25,USA,Mallard/Avian,False,Wisconsin,A/mallard/Wisconsin/10OS1604/2010,H5N2
854,2009-06-04,USA,Shorebird/Avian,False,Delaware Bay,A/shorebird/Delaware Bay/771/2009,H1N7
855,2009-11-30,USA,Mallard/Avian,False,Illinois,A/mallard/Illinois/4162/2009,H11N2
856,2008-10-22,USA,Mallard/Avian,False,California,A/mallard/California/8427/2008,H6N1
857,2011-07-30,USA,Mallard/Avian,False,Interior Alaska,A/mallard/Interior Alaska/11BM01009/2011,H12N5
858,2010-09-03,Canada,Blue-Winged Teal/Avian,False,Prince Edward Island,A/blue-winged teal/Prince Edward Island/00849/2010,H6N1
859,2009-12-11,USA,Mallard/Avian,False,Arkansas,A/mallard/Arkansas/AI09-5761/2009,H2N3
860,2011-08-12,USA,Mallard/Avian,True,California,A/mallard/California/2589P/2011,H4N1
861,2011-11-01,,Goose/Avian,True,Iceland,A/greylag goose/Iceland/0961/2011,H6N8
862,2009-07-14,USA,Mallard/Avian,False,Interior Alaska,A/mallard/Interior Alaska/9BM2606R0/2009,H4N6
863,2010-12-22,,Duck/Avian,False,Egypt,A/duck/Egypt/M2583D/2010,H5N1
864,2010-09-29,,Chicken/Avian,False,Egypt,A/chicken/Egypt/Q2247A/2010,H5N1
865,2007-08-03,USA,Mallard/Avian,False,Minnesota,A/mallard/Minnesota/Sg-00063/2007,H4N6
866,2011-12-04,USA,Common Goldeneye/Avian,False,Wisconsin,A/common goldeneye/Wisconsin/11OS5764/2011,H4N8
867,2010-08-16,Canada,American Black Duck/Avian,False,New Brunswick,A/American black duck/New Brunswick/00624/2010,H3N6
868,2010-09-15,Canada,American Black Duck/Avian,False,New Brunswick,A/American black duck/New Brunswick/00924/2010,H10N7
869,2010-03-20,,Chicken/Avian,False,Egypt,A/chicken/Egypt/Q1397D/2010,H5N1
870,2008-11-22,,Mallard/Avian,False,Sweden,A/mallard/Sweden/80389/2008,H4N6
871,2009-10-30,USA,Mallard/Avian,False,Wisconsin,A/mallard/Wisconsin/2755/2009,H1N1
872,2009-07-26,USA,Mallard/Avian,True,Minnesota,A/mallard/Minnesota/AI09-1714/2009,H7N1
873,2010-02-03,Georgia,Mallard/Avian,True,Republic of Georgia,A/mallard/Republic of Georgia/3/2010,H7N3
874,2011-12-06,Viet Nam,Muscovy Duck/Avian,False,Vietnam,A/muscovy duck/Vietnam/LBM66/2011,H5N1
875,2011-08-12,USA,Mallard/Avian,False,California,A/mallard/California/2556V/2011,H3N8
876,2007-08-16,USA,Northern Pintail/Avian,True,Interior Alaska,A/northern pintail/Interior Alaska/7MP1460R2/2007,H3N8
877,2009-01-08,USA,Northern Shoveler/Avian,False,Utah,A/northern shoveler/Utah/A00831758/2009,H7N3
878,2012-03-05,,Chicken/Avian,False,India,A/chicken/India/03CA03/2012,H5N1
879,2010-05-23,,Gull/Avian,True,Iceland,A/lesser black-backed gull/Iceland/145/2010,H11N2
